Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,TimeDetail,UpperBound,LowerBound,BasePeriod,Source,FootNote,Nature,Units,ReportingType
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","688","Serbia","2018","25.16759","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","702","Singapore","2018","100","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","703","Slovakia","2018","83.45431","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","705","Slovenia","2018","63.45927","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","706","Somalia","2018","0.70189","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","724","Spain","2018","90.0976","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","752","Sweden","2018","92.00457","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","756","Switzerland","2018","99.07665","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","784","United Arab Emirates","2018","98.62189","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","788","Tunisia","2018","70.56828","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","792","Turkey","2018","35.02751","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","798","Tuvalu","2018","4.2321","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","800","Uganda","2018","3.76468","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","818","Egypt","2018","57.60529","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","826","United Kingdom of Great Britain and Northern Ireland","2018","94.43817","2018","","","","WHO 2018","","E","PERCENT","G"
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","840","United States of America","2018","89.91757","2018","","","","WHO 2018","","E","PERCENT","G"
